time,open,high,low,close
2025-02-15 00:00:00+00:00,97502.3671875,97502.3671875,97422.59375,97441.8515625
2025-02-15 00:05:00+00:00,97450.2265625,97450.2265625,97396.9609375,97427.703125
2025-02-15 00:10:00+00:00,97415.953125,97456.1953125,97415.953125,97456.1953125
2025-02-15 00:15:00+00:00,97449.9140625,97479.4296875,97449.9140625,97479.4296875
2025-02-15 00:20:00+00:00,97438.2734375,97438.2734375,97402.71875,97402.71875
2025-02-15 00:25:00+00:00,97439.78125,97439.78125,97386.9765625,97386.9765625
2025-02-15 00:30:00+00:00,97368.7421875,97368.7421875,97277.6484375,97277.6484375
2025-02-15 00:35:00+00:00,97282.046875,97304.0234375,97280.515625,97304.0234375
2025-02-15 00:40:00+00:00,97389.6640625,97391.2578125,97380.0625,97387.859375
2025-02-15 00:45:00+00:00,97419.40625,97427.5390625,97411.4921875,97411.4921875
2025-02-15 00:50:00+00:00,97422.4296875,97454.7109375,97422.4296875,97443.9921875
2025-02-15 00:55:00+00:00,97441.265625,97460.6015625,97441.265625,97457.2109375
2025-02-15 01:00:00+00:00,97471.046875,97562.65625,97466.84375,97562.65625
2025-02-15 01:05:00+00:00,97573.2890625,97634.4296875,97573.2890625,97634.4296875
2025-02-15 01:10:00+00:00,97668.1015625,97672.1953125,97642.8828125,97642.8828125
2025-02-15 01:15:00+00:00,97660.7109375,97660.7109375,97610.15625,97610.15625
2025-02-15 01:20:00+00:00,97603.4296875,97739.3515625,97603.4296875,97739.3515625
2025-02-15 01:25:00+00:00,97732.953125,97732.953125,97689.578125,97689.578125
2025-02-15 01:30:00+00:00,97692.546875,97692.546875,97651.8515625,97651.8515625
2025-02-15 01:35:00+00:00,97657.2890625,97697.015625,97657.2890625,97697.015625
2025-02-15 01:40:00+00:00,97614.9765625,97646.796875,97614.9765625,97638.75
2025-02-15 01:45:00+00:00,97652.5703125,97725.15625,97652.5703125,97725.15625
2025-02-15 01:50:00+00:00,97722.390625,97786.8046875,97722.390625,97786.8046875
2025-02-15 01:55:00+00:00,97813.6953125,97813.6953125,97803.59375,97812.96875
2025-02-15 02:00:00+00:00,97807.7265625,97836.5703125,97798.203125,97836.5703125
2025-02-15 02:05:00+00:00,97842.0390625,97847.1015625,97828.875,97847.1015625
2025-02-15 02:10:00+00:00,97872.359375,97905.7421875,97872.359375,97905.7421875
2025-02-15 02:15:00+00:00,97890.40625,97890.40625,97865.9609375,97865.9609375
2025-02-15 02:20:00+00:00,97806.3203125,97810.046875,97776.6640625,97776.6640625
2025-02-15 02:25:00+00:00,97748.0078125,97752.1015625,97730.6015625,97730.6015625
2025-02-15 02:30:00+00:00,97705.828125,97728.765625,97705.828125,97728.765625
2025-02-15 02:35:00+00:00,97715.8203125,97715.8203125,97670.21875,97670.21875
2025-02-15 02:40:00+00:00,97668.8828125,97675.546875,97656.984375,97675.546875
2025-02-15 02:45:00+00:00,97691.7734375,97788.8671875,97691.7734375,97788.8671875
2025-02-15 02:50:00+00:00,97789.828125,97809.2109375,97789.828125,97809.2109375
2025-02-15 02:55:00+00:00,97811.5703125,97839.375,97808.8046875,97839.375
2025-02-15 03:00:00+00:00,97845.8984375,97863.71875,97839.9765625,97863.71875
