time,open,high,low,close
2025-02-15 00:00:00+00:00,5.1875386238098145,5.1875386238098145,5.1643171310424805,5.1643171310424805
2025-02-15 00:05:00+00:00,5.163148403167725,5.163148403167725,5.1584649085998535,5.1584649085998535
2025-02-15 00:10:00+00:00,5.155074596405029,5.158491134643555,5.155074596405029,5.158491134643555
2025-02-15 00:15:00+00:00,5.158448696136475,5.158631324768066,5.156031131744385,5.158631324768066
2025-02-15 00:20:00+00:00,5.156499862670898,5.156499862670898,5.149728775024414,5.149885177612305
2025-02-15 00:25:00+00:00,5.146256446838379,5.146256446838379,5.137866497039795,5.137866497039795
2025-02-15 00:30:00+00:00,5.135453701019287,5.135453701019287,5.1239848136901855,5.1239848136901855
2025-02-15 00:35:00+00:00,5.124349594116211,5.124349594116211,5.1228156089782715,5.1228156089782715
2025-02-15 00:40:00+00:00,5.131208419799805,5.131208419799805,5.12898588180542,5.12898588180542
2025-02-15 00:45:00+00:00,5.129977226257324,5.137226104736328,5.129977226257324,5.137226104736328
2025-02-15 00:50:00+00:00,5.137609958648682,5.1415934562683105,5.137609958648682,5.141379356384277
2025-02-15 00:55:00+00:00,5.143754959106445,5.1460394859313965,5.143754959106445,5.1460394859313965
2025-02-15 01:00:00+00:00,5.1462626457214355,5.155473232269287,5.1462626457214355,5.155473232269287
2025-02-15 01:05:00+00:00,5.155253887176514,5.15621280670166,5.155253887176514,5.15621280670166
2025-02-15 01:10:00+00:00,5.164031982421875,5.164250373840332,5.163898468017578,5.1641645431518555
2025-02-15 01:15:00+00:00,5.164213180541992,5.164440631866455,5.162937641143799,5.162937641143799
2025-02-15 01:20:00+00:00,5.158562183380127,5.161324501037598,5.158562183380127,5.161324501037598
2025-02-15 01:25:00+00:00,5.16947078704834,5.16947078704834,5.167220592498779,5.167366027832031
2025-02-15 01:30:00+00:00,5.1679511070251465,5.168333530426025,5.167867660522461,5.167867660522461
2025-02-15 01:35:00+00:00,5.169101715087891,5.179291725158691,5.169101715087891,5.179291725158691
2025-02-15 01:40:00+00:00,5.186263561248779,5.186263561248779,5.185434818267822,5.185434818267822
2025-02-15 01:45:00+00:00,5.1852030754089355,5.191329479217529,5.1852030754089355,5.191329479217529
2025-02-15 01:50:00+00:00,5.19205904006958,5.198960781097412,5.19205904006958,5.198896884918213
2025-02-15 01:55:00+00:00,5.1994452476501465,5.199640274047852,5.1994452476501465,5.199451446533203
2025-02-15 02:00:00+00:00,5.199329376220703,5.201085567474365,5.199329376220703,5.199861526489258
2025-02-15 02:05:00+00:00,5.201050281524658,5.204829692840576,5.20089054107666,5.204829692840576
2025-02-15 02:10:00+00:00,5.211304187774658,5.211304187774658,5.20933723449707,5.209502220153809
2025-02-15 02:15:00+00:00,5.209578037261963,5.209578037261963,5.198390960693359,5.198390960693359
2025-02-15 02:20:00+00:00,5.197244167327881,5.197244167327881,5.191670894622803,5.191688537597656
2025-02-15 02:25:00+00:00,5.18801212310791,5.188209533691406,5.186875343322754,5.188209533691406
2025-02-15 02:30:00+00:00,5.188093185424805,5.188093185424805,5.186977863311768,5.186986446380615
2025-02-15 02:35:00+00:00,5.1883111000061035,5.1890130043029785,5.1883111000061035,5.1890130043029785
2025-02-15 02:40:00+00:00,5.188122749328613,5.188122749328613,5.185092449188232,5.1857476234436035
2025-02-15 02:45:00+00:00,5.191778182983398,5.196755886077881,5.191778182983398,5.196755886077881
2025-02-15 02:50:00+00:00,5.197423458099365,5.201968193054199,5.197423458099365,5.201968193054199
2025-02-15 02:55:00+00:00,5.203499794006348,5.211304664611816,5.203499794006348,5.211215019226074
2025-02-15 03:00:00+00:00,5.211272239685059,5.216402530670166,5.211272239685059,5.214634895324707
2025-02-15 03:05:00+00:00,5.214569568634033,5.214857578277588,5.211456775665283,5.211456775665283
2025-02-15 03:10:00+00:00,5.212471961975098,5.212471961975098,5.2117509841918945,5.211752891540527
2025-02-15 03:15:00+00:00,5.211211204528809,5.211211204528809,5.203648090362549,5.203648090362549
2025-02-15 03:20:00+00:00,5.202096462249756,5.202096462249756,5.198947429656982,5.198947429656982
2025-02-15 03:25:00+00:00,5.197443962097168,5.197443962097168,5.192445755004883,5.192445755004883
2025-02-15 03:30:00+00:00,5.192501068115234,5.192501068115234,5.188580513000488,5.188580513000488
2025-02-15 03:35:00+00:00,5.1891655921936035,5.1903767585754395,5.188539505004883,5.190299987792969
2025-02-15 03:40:00+00:00,5.189876079559326,5.192756175994873,5.189876079559326,5.192756175994873
2025-02-15 03:45:00+00:00,5.191952705383301,5.19205904006958,5.191935062408447,5.191935062408447
2025-02-15 03:50:00+00:00,5.192028045654297,5.19490909576416,5.192028045654297,5.194594860076904
2025-02-15 03:55:00+00:00,5.193933010101318,5.193998336791992,5.192010402679443,5.192010402679443
2025-02-15 04:00:00+00:00,5.191507816314697,5.191507816314697,5.187004089355469,5.187004089355469
2025-02-15 04:05:00+00:00,5.188033580780029,5.190765857696533,5.188033580780029,5.190765857696533
2025-02-15 04:10:00+00:00,5.192620754241943,5.200479507446289,5.192620754241943,5.200479507446289
2025-02-15 04:15:00+00:00,5.200807571411133,5.201656341552734,5.19928503036499,5.19928503036499
2025-02-15 04:20:00+00:00,5.1995134353637695,5.200845241546631,5.1995134353637695,5.200845241546631
2025-02-15 04:25:00+00:00,5.198089599609375,5.198089599609375,5.196386814117432,5.196484565734863
2025-02-15 04:30:00+00:00,5.196124076843262,5.196124076843262,5.192342281341553,5.192342281341553
2025-02-15 04:35:00+00:00,5.192721366882324,5.192721366882324,5.182175636291504,5.182175636291504
2025-02-15 04:40:00+00:00,5.17886209487915,5.17886209487915,5.173991680145264,5.173991680145264
2025-02-15 04:45:00+00:00,5.1714396476745605,5.1721673011779785,5.1714396476745605,5.17202091217041
2025-02-15 04:50:00+00:00,5.171154499053955,5.171154499053955,5.16920280456543,5.170248508453369
2025-02-15 04:55:00+00:00,5.173643589019775,5.174681186676025,5.173643589019775,5.174681186676025
2025-02-15 05:00:00+00:00,5.174346923828125,5.174346923828125,5.173885345458984,5.173885345458984
2025-02-15 05:05:00+00:00,5.171568393707275,5.174210071563721,5.171568393707275,5.174210071563721
2025-02-15 05:10:00+00:00,5.176244258880615,5.176244258880615,5.174706935882568,5.174706935882568
2025-02-15 05:15:00+00:00,5.174562454223633,5.174562454223633,5.1679158210754395,5.167917728424072
2025-02-15 05:20:00+00:00,5.167888641357422,5.167888641357422,5.163898944854736,5.164124011993408
2025-02-15 05:25:00+00:00,5.166133880615234,5.166133880615234,5.162623405456543,5.162623405456543
2025-02-15 05:30:00+00:00,5.163015842437744,5.16574239730835,5.163015842437744,5.16574239730835
